01-00,02-00,02-01,10-00,11-01,11-10,12-02,12-10,12-11,20-00,20-10,21-01,21-11,21-20,22-02,22-12,22-20,22-21
0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3,-0.3,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3,-0.3,0.0,-0.3,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3,-0.3,0.0,-0.51,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3,-0.3,0.0,-0.51,-0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3,-0.3,0.0,-0.657,-0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3,-0.3,0.0,-0.657,-0.657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.3,-0.3,0.0,-0.7599,-0.657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.7599,-0.657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.7599,-0.7599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.7599,-0.8319300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.8319300000000001,-0.8319300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.882351,-0.8319300000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.882351,-0.882351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.9176457,-0.882351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.9176457,-0.9176457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.94235199,-0.9176457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.94235199,-0.94235199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.959646393,-0.94235199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.959646393,-0.959646393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.9717524751,-0.959646393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.9717524751,-0.9717524751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.9717524751,-0.9802267325699999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.9802267325699999,-0.9802267325699999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.9861587127989999,-0.9802267325699999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.9861587127989999,-0.9861587127989999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.9903110989592999,-0.9861587127989999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.9903110989592999,-0.9903110989592999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.99321776927151,-0.9903110989592999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.99321776927151,-0.99321776927151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.995252438490057,-0.99321776927151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.995252438490057,-0.995252438490057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.9966767069430399,-0.995252438490057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.9966767069430399,-0.9966767069430399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.9976736948601279,-0.9966767069430399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.9976736948601279,-0.9976736948601279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.9983715864020896,-0.9976736948601279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.51,-0.3,0.0,-0.9983715864020896,-0.9983715864020896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.657,-0.3,0.0,-0.9983715864020896,-0.9983715864020896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.657,-0.3,0.0,-0.9988601104814627,-0.9983715864020896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.7599,-0.3,0.0,-0.9988601104814627,-0.9983715864020896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.7599,-0.3,0.0,-0.9988601104814627,-0.9988601104814627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.7599,-0.3,0.0,-0.9992020773370239,-0.9988601104814627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.8319300000000001,-0.3,0.0,-0.9992020773370239,-0.9988601104814627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.8319300000000001,-0.3,0.0,-0.9992020773370239,-0.9992020773370239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.8319300000000001,-0.3,0.0,-0.9994414541359168,-0.9992020773370239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.882351,-0.3,0.0,-0.9994414541359168,-0.9992020773370239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.882351,-0.3,0.0,-0.9994414541359168,-0.9994414541359168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.882351,-0.3,0.0,-0.9996090178951418,-0.9994414541359168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.882351,-0.3,0.0,-0.9996090178951418,-0.9996090178951418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.882351,-0.3,0.0,-0.9997263125265993,-0.9996090178951418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.882351,-0.3,0.0,-0.9997263125265993,-0.9997263125265993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.882351,-0.3,0.0,-0.9998084187686195,-0.9997263125265993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.882351,-0.3,0.0,-0.9998084187686195,-0.9998084187686195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.882351,-0.3,0.0,-0.9998658931380336,-0.9998084187686195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.882351,-0.3,0.0,-0.9998658931380336,-0.9998658931380336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.882351,-0.3,0.0,-0.9999061251966236,-0.9998658931380336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.882351,-0.3,0.0,-0.9999342876376365,-0.9998658931380336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.882351,-0.3,0.0,-0.9999342876376365,-0.9999061251966236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.882351,-0.3,0.0,-0.9999342876376365,-0.9999342876376365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.882351,-0.3,0.0,-0.9999540013463455,-0.9999342876376365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.882351,-0.3,0.0,-0.9999540013463455,-0.9999540013463455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9176457,-0.3,0.0,-0.9999540013463455,-0.9999540013463455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9176457,-0.3,0.0,-0.9999678009424419,-0.9999540013463455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9176457,-0.3,0.0,-0.9999678009424419,-0.9999678009424419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9176457,-0.3,0.0,-0.9999678009424419,-0.9999774606597093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9176457,-0.3,0.0,-0.9999774606597093,-0.9999774606597093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9176457,-0.3,0.0,-0.9999842224617965,-0.9999774606597093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9176457,-0.3,0.0,-0.9999842224617965,-0.9999842224617965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9176457,-0.3,0.0,-0.9999889557232575,-0.9999842224617965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.9176457,-0.3,0.0,-0.9999889557232575,-0.9999889557232575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999889557232575,-0.9999889557232575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999922690062802,-0.9999889557232575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999922690062802,-0.9999922690062802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999945883043961,-0.9999922690062802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999945883043961,-0.9999945883043961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999962118130773,-0.9999945883043961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999962118130773,-0.9999962118130773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999973482691541,-0.9999962118130773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999973482691541,-0.9999973482691541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999981437884079,-0.9999973482691541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999981437884079,-0.9999981437884079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999987006518856,-0.9999981437884079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999987006518856,-0.9999987006518856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999990904563199,-0.9999987006518856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999990904563199,-0.9999990904563199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999993633194239,-0.9999990904563199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999993633194239,-0.9999993633194239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999995543235967,-0.9999993633194239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999995543235967,-0.9999995543235967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999996880265176,-0.9999995543235967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999996880265176,-0.9999996880265176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999997816185623,-0.9999996880265176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999997816185623,-0.9999997816185623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999998471329936,-0.9999997816185623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999998929930956,-0.9999997816185623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999998929930956,-0.9999998471329936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999998929930956,-0.9999998929930956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999999250951669,-0.9999998929930956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999999250951669,-0.9999999250951669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999999475666168,-0.9999999250951669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999999475666168,-0.9999999475666168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999999632966318,-0.9999999475666168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999999632966318,-0.9999999632966318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999999743076422,-0.9999999632966318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999999743076422,-0.9999999743076422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999999820153496,-0.9999999743076422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999999820153496,-0.9999999820153496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999999874107447,-0.9999999820153496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999999874107447,-0.9999999874107447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999999911875213,-0.9999999874107447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999999911875213,-0.9999999911875213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.94235199,-0.3,0.0,-0.9999999938312649,-0.9999999911875213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
