01-00,02-00,02-01,10-00,11-01,11-10,12-02,12-10,12-11,20-00,20-10,21-01,21-11,21-20,22-02,22-12,22-20,22-21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,-0.3,0.0,0.0,-0.27
0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,-0.3,-0.27,0.0,-0.27
0.0,0.0,0.0,0.3,-0.3,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,-0.3,-0.27,0.27,-0.27
0.3,0.0,0.0,0.3,-0.3,0.0,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,-0.022499999999999964,-0.27,0.27,-0.27
0.3,0.0,0.0,0.3,-0.3,0.0,0.0,0.0,0.0,0.0,-0.44999999999999996,0.0,0.0,0.0,-0.022499999999999964,-0.27,0.27,-0.405
0.3,0.0,0.0,0.44999999999999996,-0.3,0.0,0.0,0.0,0.0,0.0,-0.44999999999999996,0.0,0.0,0.0,-0.022499999999999964,-0.27,0.405,-0.405
0.3,0.0,0.0,0.44999999999999996,-0.44999999999999996,0.0,0.0,0.0,0.0,0.0,-0.44999999999999996,0.0,0.0,0.0,-0.022499999999999964,-0.405,0.405,-0.405
0.3,0.0,0.0,0.5399999999999999,-0.44999999999999996,0.0,0.0,0.0,0.0,0.0,-0.44999999999999996,0.0,0.0,0.0,-0.022499999999999964,-0.405,0.48600000000000004,-0.405
0.3,0.0,0.0,0.5399999999999999,-0.44999999999999996,0.0,0.0,0.0,0.0,0.0,-0.44999999999999996,0.0,0.0,0.0,-0.022499999999999964,-0.405,0.25500000000000006,-0.405
0.3,0.0,0.0,0.5399999999999999,-0.44999999999999996,0.0,0.0,0.0,0.0,0.0,-0.44999999999999996,0.0,0.0,0.0,-0.19799999999999998,-0.405,0.25500000000000006,-0.405
0.3,0.0,0.0,0.6,-0.44999999999999996,0.0,0.0,0.0,0.0,0.0,-0.44999999999999996,0.0,0.0,0.0,-0.19799999999999998,-0.405,0.33428571428571435,-0.405
0.3,0.0,0.0,0.6,-0.44999999999999996,0.0,0.0,0.0,0.0,0.0,-0.44999999999999996,0.0,0.0,0.0,-0.19799999999999998,-0.405,0.18000000000000005,-0.405
0.3,0.0,0.0,0.6,-0.44999999999999996,0.0,0.0,0.0,0.0,0.0,-0.44999999999999996,0.0,0.0,0.0,-0.19799999999999998,-0.405,0.06000000000000004,-0.405
0.44999999999999996,0.0,0.0,0.6,-0.44999999999999996,0.0,0.0,0.0,0.0,0.0,-0.44999999999999996,0.0,0.0,0.0,-0.02999999999999997,-0.405,0.06000000000000004,-0.405
0.44999999999999996,0.0,0.0,0.6,-0.44999999999999996,0.0,0.0,0.0,0.0,0.0,-0.44999999999999996,0.0,0.0,0.0,-0.02999999999999997,-0.405,-0.03599999999999996,-0.405
0.44999999999999996,0.0,-0.3,0.6,-0.44999999999999996,0.0,0.0,0.0,0.0,0.0,-0.44999999999999996,0.0,0.0,0.0,-0.02999999999999997,-0.48600000000000004,-0.03599999999999996,-0.405
0.44999999999999996,0.0,-0.3,0.6,-0.44999999999999996,-0.3,0.0,0.0,0.0,0.0,-0.44999999999999996,0.0,0.0,0.0,-0.02999999999999997,-0.48600000000000004,-0.03599999999999996,-0.48600000000000004
0.44999999999999996,0.0,-0.3,0.6,-0.5399999999999999,-0.3,0.0,0.0,0.0,0.0,-0.44999999999999996,0.0,0.0,0.0,-0.02999999999999997,-0.48600000000000004,-0.03599999999999996,-0.54
0.44999999999999996,0.0,-0.3,0.6428571428571429,-0.5399999999999999,-0.3,0.0,0.0,0.0,0.0,-0.44999999999999996,0.0,0.0,0.0,-0.02999999999999997,-0.48600000000000004,0.040909090909090944,-0.54
0.44999999999999996,0.0,-0.3,0.6428571428571429,-0.5399999999999999,-0.3,0.0,0.0,0.0,0.0,-0.44999999999999996,0.0,0.0,0.0,-0.15428571428571428,-0.48600000000000004,0.040909090909090944,-0.54
